"impactCategory","impactUnits","year","wasteshed","material","magnitude","pctOfTotal","datatype"
"Human toxicity","CTUh",2018,"Jefferson","Glass",0.0155861286816298,0.00937477931857456,"impact"
"Human toxicity","CTUh",2018,"Jefferson","PaperFiber",0.213406331373189,0.128360114475908,"impact"
"Human toxicity","CTUh",2018,"Jefferson","PlasticFilm",0.00102627592344442,0.000617286723264219,"impact"
"Human toxicity","CTUh",2018,"Jefferson","RigidPlastic",0.000500857202907502,0.00030125670352706,"impact"
"Human toxicity","CTUh",2018,"Jefferson","ScrapMetal",0.0114167925730498,0.00686699776991003,"impact"
"Human toxicity","CTUh",2018,"Jefferson","TinnedCan",6.42367362761552e-05,3.86372548973115e-05,"impact"
"Human toxicity","CTUh",2018,"Jefferson","YardDebris",0.000373374263633721,0.000224577981890202,"impact"
"Human toxicity","CTUh",2018,"Josephine","Aluminum",0.0121673137340909,0.00135182934374014,"impact"
"Human toxicity","CTUh",2018,"Josephine","Cardboard",0.0124026353040914,0.00137797435902403,"impact"
"Human toxicity","CTUh",2018,"Josephine","Carpeting",0.245423751968786,0.0272674015656091,"impact"
"Human toxicity","CTUh",2018,"Josephine","Electronics",6.77612875742101,0.752850620229984,"impact"
"Human toxicity","CTUh",2018,"Josephine","FoodWaste",0.684249332191932,0.0760223945816387,"impact"
"Human toxicity","CTUh",2018,"Josephine","Glass",0.104005920769657,0.0115554064514011,"impact"
"Human toxicity","CTUh",2018,"Josephine","PaperFiber",1.10427641215949,0.122688811201992,"impact"
"Human toxicity","CTUh",2018,"Josephine","PlasticFilm",0.00511276870292748,0.000568045742176302,"impact"
"Human toxicity","CTUh",2018,"Josephine","RigidPlastic",0.00252478734136277,0.000280512337344843,"impact"
"Human toxicity","CTUh",2018,"Josephine","ScrapMetal",0.0389936983174027,0.00433233059970521,"impact"
"Human toxicity","CTUh",2018,"Josephine","TinnedCan",0.00045447676818989,5.04938924658364e-05,"impact"
"Human toxicity","CTUh",2018,"Josephine","YardDebris",0.0148886569254014,0.00165417969491861,"impact"
"Human toxicity","CTUh",2018,"Klamath","Aluminum",0.0100416946608098,0.0013385599115485,"impact"
"Human toxicity","CTUh",2018,"Klamath","Cardboard",0.00889676476229368,0.00118594052652894,"impact"
"Human toxicity","CTUh",2018,"Klamath","Carpeting",0.205180824524865,0.0273506450459332,"impact"
"Human toxicity","CTUh",2018,"Klamath","Electronics",5.64408532293232,0.752357705131338,"impact"
"Human toxicity","CTUh",2018,"Klamath","FoodWaste",0.570050159160865,0.0759878005056808,"impact"
"Human toxicity","CTUh",2018,"Klamath","Glass",0.0773586323882335,0.0103119212070083,"impact"
"Human toxicity","CTUh",2018,"Klamath","PaperFiber",0.947261300637733,0.126270121291729,"impact"
"Human toxicity","CTUh",2018,"Klamath","PlasticFilm",0.00428031541570238,0.000570566903074924,"impact"
"Human toxicity","CTUh",2018,"Klamath","RigidPlastic",0.00215710471096063,0.000287542490449661,"impact"
"Human toxicity","CTUh",2018,"Klamath","ScrapMetal",0.0289645120832162,0.00386097526779695,"impact"
"Human toxicity","CTUh",2018,"Klamath","TinnedCan",0.000583041556492035,7.77195563745752e-05,"impact"
"Human toxicity","CTUh",2018,"Klamath","YardDebris",0.00300451282941716,0.000400502162537039,"impact"
"Human toxicity","CTUh",2018,"Lake","Aluminum",0.000917292550456982,0.0016502167184648,"impact"
"Human toxicity","CTUh",2018,"Lake","Cardboard",0.000811394828021507,0.00145970585917209,"impact"
"Human toxicity","CTUh",2018,"Lake","Carpeting",0.0196916086686353,0.0354253632848752,"impact"
"Human toxicity","CTUh",2018,"Lake","Electronics",0.385257536538446,0.693081424670441,"impact"
"Human toxicity","CTUh",2018,"Lake","FoodWaste",0.0547088378930304,0.0984216419220699,"impact"
"Human toxicity","CTUh",2018,"Lake","Glass",0.00622356140660286,0.0111962373143136,"impact"
"Human toxicity","CTUh",2018,"Lake","PaperFiber",0.0857284614016037,0.154226195538939,"impact"
"Human toxicity","CTUh",2018,"Lake","PlasticFilm",0.000410871630917779,0.000739161387657224,"impact"
"Human toxicity","CTUh",2018,"Lake","RigidPlastic",0.000204294647116564,0.000367527722749593,"impact"
"Human toxicity","CTUh",2018,"Lake","ScrapMetal",0.00148389377383707,0.0026695369026946,"impact"
"Human toxicity","CTUh",2018,"Lake","TinnedCan",2.50076468735574e-05,4.49889590181991e-05,"impact"
"Human toxicity","CTUh",2018,"Lake","YardDebris",0.000399108666549338,0.000717999719605047,"impact"
"Human toxicity","CTUh",2018,"Lane","Aluminum",0.0534910426098524,0.00139823713301469,"impact"
"Human toxicity","CTUh",2018,"Lane","Cardboard",0.0439152158591155,0.00114792837310038,"impact"
"Human toxicity","CTUh",2018,"Lane","Carpeting",1.12973117829322,0.0295307776170187,"impact"
"Human toxicity","CTUh",2018,"Lane","Electronics",28.6006397841761,0.747610714300163,"impact"
"Human toxicity","CTUh",2018,"Lane","FoodWaste",2.92297356975284,0.0764055061304065,"impact"
"Human toxicity","CTUh",2018,"Lane","Glass",0.43287176729429,0.0113151165005164,"impact"
"Human toxicity","CTUh",2018,"Lane","PaperFiber",4.60675776560186,0.120419035718737,"impact"
"Human toxicity","CTUh",2018,"Lane","PlasticFilm",0.0168775823258232,0.000441174095177045,"impact"
"Human toxicity","CTUh",2018,"Lane","RigidPlastic",0.00786175752770184,0.000205503590314498,"impact"
"Human toxicity","CTUh",2018,"Lane","ScrapMetal",0.35245092091517,0.00921294372187175,"impact"
"Human toxicity","CTUh",2018,"Lane","TinnedCan",0.00245508769797188,6.41751331928525e-05,"impact"
"Human toxicity","CTUh",2018,"Lane","YardDebris",0.0860335805868125,0.00224888768648783,"impact"
"Human toxicity","CTUh",2018,"Lincoln","Aluminum",0.00765837985434278,0.00135285474698239,"impact"
"Human toxicity","CTUh",2018,"Lincoln","Cardboard",0.00804408636902696,0.00142098990079519,"impact"
"Human toxicity","CTUh",2018,"Lincoln","Carpeting",0.176868297524544,0.0312438296934421,"impact"
"Human toxicity","CTUh",2018,"Lincoln","Electronics",4.00604067251732,0.707668102587825,"impact"
"Human toxicity","CTUh",2018,"Lincoln","FoodWaste",0.496241021095204,0.0876611024530655,"impact"
"Human toxicity","CTUh",2018,"Lincoln","Glass",0.0720863219167455,0.012734067081077,"impact"
"Human toxicity","CTUh",2018,"Lincoln","PaperFiber",0.861654008430731,0.152211399503891,"impact"
"Human toxicity","CTUh",2018,"Lincoln","PlasticFilm",0.00367630631940646,0.000649420445337417,"impact"
"Human toxicity","CTUh",2018,"Lincoln","RigidPlastic",0.00190139262211985,0.000335881489771427,"impact"
"Human toxicity","CTUh",2018,"Lincoln","ScrapMetal",0.0222505892396594,0.00393057224224245,"impact"
"Human toxicity","CTUh",2018,"Lincoln","TinnedCan",0.000401732416135818,7.09661333758282e-05,"impact"
"Human toxicity","CTUh",2018,"Lincoln","YardDebris",0.00408045675347152,0.000720813722194774,"impact"
"Human toxicity","CTUh",2018,"Linn","Aluminum",0.0189912097630671,0.00165831203606198,"impact"
"Human toxicity","CTUh",2018,"Linn","Cardboard",0.0279065363710541,0.00243679816748264,"impact"
"Human toxicity","CTUh",2018,"Linn","Carpeting",0.336581853764532,0.029390320373547,"impact"
"Human toxicity","CTUh",2018,"Linn","Electronics",8.15385908850373,0.711994803675704,"impact"
"Human toxicity","CTUh",2018,"Linn","FoodWaste",0.966874108353808,0.0844274267539271,"impact"
"Human toxicity","CTUh",2018,"Linn","Glass",0.136963061718839,0.011959611661283,"impact"
"Human toxicity","CTUh",2018,"Linn","PaperFiber",1.73034310711786,0.151093523627481,"impact"
"Human toxicity","CTUh",2018,"Linn","PlasticFilm",0.00738653639180697,0.000644992201979926,"impact"
"Human toxicity","CTUh",2018,"Linn","RigidPlastic",0.00376980960587209,0.000329179695294468,"impact"
"Human toxicity","CTUh",2018,"Linn","ScrapMetal",0.053778851591511,0.00469596818698876,"impact"
"Human toxicity","CTUh",2018,"Linn","TinnedCan",0.000827453863997801,7.22532539565787e-05,"impact"
"Human toxicity","CTUh",2018,"Linn","YardDebris",0.0148512446111621,0.00129681036629303,"impact"
"Human toxicity","CTUh",2018,"Malheur","Aluminum",0.00464120222866546,0.0019381328415908,"impact"
"Human toxicity","CTUh",2018,"Malheur","Cardboard",0.00399754864582828,0.00166934771091939,"impact"
"Human toxicity","CTUh",2018,"Malheur","Carpeting",0.0795867147888237,0.0332348426306114,"impact"
"Human toxicity","CTUh",2018,"Malheur","Electronics",1.68734384496279,0.704622716239371,"impact"
"Human toxicity","CTUh",2018,"Malheur","FoodWaste",0.226899610387049,0.0947516537674653,"impact"
"Human toxicity","CTUh",2018,"Malheur","Glass",0.0360713616647014,0.015063142530499,"impact"
"Human toxicity","CTUh",2018,"Malheur","PaperFiber",0.346329609238783,0.144624766732908,"impact"
"Human toxicity","CTUh",2018,"Malheur","PlasticFilm",0.00178058290423594,0.000743558680240296,"impact"
"Human toxicity","CTUh",2018,"Malheur","RigidPlastic",0.000883539791133944,0.000368959894803241,"impact"
"Human toxicity","CTUh",2018,"Malheur","ScrapMetal",0.00609795218164721,0.00254646119850268,"impact"
"Human toxicity","CTUh",2018,"Malheur","TinnedCan",0.000285897257582661,0.000119388649091688,"impact"
"Human toxicity","CTUh",2018,"Malheur","YardDebris",0.000759182366280892,0.000317029123996759,"impact"
"Human toxicity","CTUh",2018,"Marion","Aluminum",0.0397301416141595,0.00148402527003679,"impact"
"Human toxicity","CTUh",2018,"Marion","Cardboard",0.0471801210292159,0.00176230159284902,"impact"
"Human toxicity","CTUh",2018,"Marion","Carpeting",1.09654451114003,0.0409588211402695,"impact"
"Human toxicity","CTUh",2018,"Marion","Electronics",17.551047538394,0.655577780606526,"impact"
"Human toxicity","CTUh",2018,"Marion","FoodWaste",2.6702534770181,0.0997409894931303,"impact"
"Human toxicity","CTUh",2018,"Marion","Glass",0.390182027778337,0.0145743248227155,"impact"
"Human toxicity","CTUh",2018,"Marion","PaperFiber",4.6699782128661,0.174435967173714,"impact"
"Human toxicity","CTUh",2018,"Marion","PlasticFilm",0.0110627242928857,0.000413221844652101,"impact"
"Human toxicity","CTUh",2018,"Marion","RigidPlastic",0.00889036095878154,0.000332078361328524,"impact"
"Human toxicity","CTUh",2018,"Marion","ScrapMetal",0.233365772583008,0.00871682530201241,"impact"
"Human toxicity","CTUh",2018,"Marion","TinnedCan",0.0014433716004054,5.39137249964308e-05,"impact"
"Human toxicity","CTUh",2018,"Marion","YardDebris",0.0521984845587382,0.00194975066776971,"impact"
"Human toxicity","CTUh",2018,"Metro","Aluminum",0.251155694360391,0.00215640488724026,"impact"
"Human toxicity","CTUh",2018,"Metro","Cardboard",0.274351406046924,0.002355561614191,"impact"
"Human toxicity","CTUh",2018,"Metro","Carpeting",3.91326770228326,0.0335990375204247,"impact"
"Human toxicity","CTUh",2018,"Metro","Electronics",70.97453561812,0.609382303141836,"impact"
"Human toxicity","CTUh",2018,"Metro","FoodWaste",13.1359699716816,0.112784501731937,"impact"
"Human toxicity","CTUh",2018,"Metro","Glass",2.41120253771323,0.0207024130975504,"impact"
"Human toxicity","CTUh",2018,"Metro","PaperFiber",24.1732528290538,0.207549825512883,"impact"
"Human toxicity","CTUh",2018,"Metro","PlasticFilm",0.110859034941989,0.000951827771026422,"impact"
"Human toxicity","CTUh",2018,"Metro","RigidPlastic",0.0377365162106921,0.000324003038001559,"impact"
"Human toxicity","CTUh",2018,"Metro","ScrapMetal",0.938567791114664,0.00805847614532584,"impact"
"Human toxicity","CTUh",2018,"Metro","TinnedCan",0.0110388895599667,9.47791188148819e-05,"impact"
"Human toxicity","CTUh",2018,"Metro","YardDebris",0.237698971115299,0.00204086642076887,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","Aluminum",0.000594857519564933,0.00304911334232732,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","Cardboard",0.000370596056313004,0.00189959669795268,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","Carpeting",0.00537421058178846,0.0275470623644342,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","Electronics",0.138620985984234,0.710541741491692,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","FoodWaste",0.0149310717025031,0.0765335033112557,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","Glass",0.00725686315593513,0.0371971397258096,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","PaperFiber",0.0268715893026314,0.137738061262332,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","PlasticFilm",0.000125239616705595,0.000641951683765016,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","RigidPlastic",8.19650367912965e-05,0.000420135375387839,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","ScrapMetal",0.000695999928849465,0.00356754785728504,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","TinnedCan",1.35579487479999e-05,6.94951665944334e-05,"impact"
"Human toxicity","CTUh",2018,"Milton Freewater","YardDebris",0.00015503016736298,0.000794651721164132,"impact"
"Human toxicity","CTUh",2018,"Morrow","Aluminum",0.00219891180172052,0.0013362273944697,"impact"
"Human toxicity","CTUh",2018,"Morrow","Cardboard",0.00325091670905413,0.00197550623011733,"impact"
"Human toxicity","CTUh",2018,"Morrow","Carpeting",0.0581461512544437,0.0353340593871811,"impact"
"Human toxicity","CTUh",2018,"Morrow","Electronics",1.14419475593772,0.6953004555691,"impact"
"Human toxicity","CTUh",2018,"Morrow","FoodWaste",0.161546396515741,0.0981679757838843,"impact"
"Human toxicity","CTUh",2018,"Morrow","Glass",0.0120155623034991,0.00730157685148189,"impact"
"Human toxicity","CTUh",2018,"Morrow","PaperFiber",0.253057738660934,0.153777283161934,"impact"
"Human toxicity","CTUh",2018,"Morrow","PlasticFilm",0.00157255806216021,0.000955606841715302,"impact"
"Human toxicity","CTUh",2018,"Morrow","RigidPlastic",0.000589154676921295,0.00035801555035823,"impact"
"Human toxicity","CTUh",2018,"Morrow","ScrapMetal",0.00854098907831143,0.00519015977511078,"impact"
"Human toxicity","CTUh",2018,"Morrow","TinnedCan",8.08745972452141e-05,4.91456056905978e-05,"impact"
"Human toxicity","CTUh",2018,"Morrow","YardDebris",0.000417965445758672,0.000253987848956691,"impact"
"Human toxicity","CTUh",2018,"Polk","Aluminum",0.00733544118958422,0.0015748346263581,"impact"
"Human toxicity","CTUh",2018,"Polk","Cardboard",0.00783251130636369,0.00168154984789702,"impact"
"Human toxicity","CTUh",2018,"Polk","Carpeting",0.154652332366579,0.0332020722085204,"impact"
"Human toxicity","CTUh",2018,"Polk","Electronics",3.1444831430126,0.675084266594234,"impact"
"Human toxicity","CTUh",2018,"Polk","FoodWaste",0.44594757741116,0.0957398019146837,"impact"
"Human toxicity","CTUh",2018,"Polk","Glass",0.05996531674373,0.0128738619461156,"impact"
"Human toxicity","CTUh",2018,"Polk","PaperFiber",0.788299387134208,0.169238787240033,"impact"
"Human toxicity","CTUh",2018,"Polk","PlasticFilm",0.00327904687715551,0.000703973548438822,"impact"
"Human toxicity","CTUh",2018,"Polk","RigidPlastic",0.00165796138592192,0.000355945188875886,"impact"
"Human toxicity","CTUh",2018,"Polk","ScrapMetal",0.0342540324174225,0.00735394572039469,"impact"
"Human toxicity","CTUh",2018,"Polk","TinnedCan",0.000442450230533589,9.49889618737322e-05,"impact"
"Human toxicity","CTUh",2018,"Polk","YardDebris",0.00976285418777398,0.00209597220257492,"impact"
"Human toxicity","CTUh",2018,"Sherman","Aluminum",0.000184717765638383,0.00166350420993257,"impact"
"Human toxicity","CTUh",2018,"Sherman","Cardboard",0.000155492766879165,0.00140031399483216,"impact"
"Human toxicity","CTUh",2018,"Sherman","Carpeting",0.00375505795975431,0.0338167512096309,"impact"
"Human toxicity","CTUh",2018,"Sherman","Electronics",0.0789148292165354,0.710679615326283,"impact"
"Human toxicity","CTUh",2018,"Sherman","FoodWaste",0.0104326093648322,0.093952466017563,"impact"
"Human toxicity","CTUh",2018,"Sherman","Glass",0.000935358918733803,0.00842351840784901,"impact"
"Human toxicity","CTUh",2018,"Sherman","PaperFiber",0.0160803694671921,0.144814237079462,"impact"
"Human toxicity","CTUh",2018,"Sherman","PlasticFilm",7.79148285467699e-05,0.000701673955700956,"impact"
"Human toxicity","CTUh",2018,"Sherman","RigidPlastic",3.70537645479514e-05,0.000333693367859574,"impact"
"Human toxicity","CTUh",2018,"Sherman","ScrapMetal",0.000436192505271537,0.00392819860262245,"impact"
"Human toxicity","CTUh",2018,"Sherman","TinnedCan",4.76885711290754e-06,4.29466751964661e-05,"impact"
"Human toxicity","CTUh",2018,"Sherman","YardDebris",2.69920612136545e-05,0.000243081153068808,"impact"
"Human toxicity","CTUh",2018,"Tillamook","Aluminum",0.00397475630975964,0.00132194200644517,"impact"
"Human toxicity","CTUh",2018,"Tillamook","Cardboard",0.00438451179122105,0.00145822029399326,"impact"
"Human toxicity","CTUh",2018,"Tillamook","Carpeting",0.0859718331985182,0.0285928919458942,"impact"
"Human toxicity","CTUh",2018,"Tillamook","Electronics",2.21146164349276,0.735497679441923,"impact"
"Human toxicity","CTUh",2018,"Tillamook","FoodWaste",0.239031516943143,0.079498157493474,"impact"
"Human toxicity","CTUh",2018,"Tillamook","Glass",0.0375271627520932,0.0124809495120209,"impact"
"Human toxicity","CTUh",2018,"Tillamook","PaperFiber",0.402901222292229,0.133998667764467,"impact"
"Human toxicity","CTUh",2018,"Tillamook","PlasticFilm",0.00179451640637055,0.000596828191205442,"impact"
"Human toxicity","CTUh",2018,"Tillamook","RigidPlastic",0.000939672163763694,0.000312520317916438,"impact"
"Human toxicity","CTUh",2018,"Tillamook","ScrapMetal",0.0169362240741139,0.00563272419473005,"impact"
"Human toxicity","CTUh",2018,"Tillamook","TinnedCan",0.000155708791221637,5.17863174110238e-05,"impact"
"Human toxicity","CTUh",2018,"Tillamook","YardDebris",0.00167666461059311,0.000557632520519753,"impact"
"Human toxicity","CTUh",2018,"Umatilla","Aluminum",0.0161666046578069,0.00200556992898452,"impact"
"Human toxicity","CTUh",2018,"Umatilla","Cardboard",0.0116068206787693,0.00143989978212366,"impact"
"Human toxicity","CTUh",2018,"Umatilla","Carpeting",0.253055895609408,0.0313931901799423,"impact"
"Human toxicity","CTUh",2018,"Umatilla","Electronics",5.76605363147235,0.715315554315143,"impact"
"Human toxicity","CTUh",2018,"Umatilla","FoodWaste",0.716500304640074,0.0888864109385176,"impact"
"Human toxicity","CTUh",2018,"Umatilla","Glass",0.0936923291280019,0.011623128161602,"impact"
"Human toxicity","CTUh",2018,"Umatilla","PaperFiber",1.1154057334899,0.13837316152987,"impact"
"Human toxicity","CTUh",2018,"Umatilla","PlasticFilm",0.00538725668154149,0.000668323388176811,"impact"
"Human toxicity","CTUh",2018,"Umatilla","RigidPlastic",0.00261533045204293,0.000324448343978143,"impact"
"Human toxicity","CTUh",2018,"Umatilla","ScrapMetal",0.0772554782702307,0.00958403247606292,"impact"
"Human toxicity","CTUh",2018,"Umatilla","TinnedCan",0.00034933638796591,4.33373964189918e-05,"impact"
"Human toxicity","CTUh",2018,"Umatilla","YardDebris",0.00276441766556313,0.000342943559180168,"impact"
"Human toxicity","CTUh",2018,"Union","Aluminum",0.00274582963756149,0.00138369209936525,"impact"
"Human toxicity","CTUh",2018,"Union","Cardboard",0.00307426842723592,0.00154920060440171,"impact"
"Human toxicity","CTUh",2018,"Union","Carpeting",0.0576858996208873,0.029069364849993,"impact"
"Human toxicity","CTUh",2018,"Union","Electronics",1.43469588201582,0.722979069706653,"impact"
"Human toxicity","CTUh",2018,"Union","FoodWaste",0.165242215965592,0.0832696776178187,"impact"
"Human toxicity","CTUh",2018,"Union","Glass",0.0217731819551824,0.0109720499179197,"impact"
"Human toxicity","CTUh",2018,"Union","PaperFiber",0.290293798355298,0.14628629168548,"impact"
"Human toxicity","CTUh",2018,"Union","PlasticFilm",0.00120424310800973,0.000606848164020814,"impact"
"Human toxicity","CTUh",2018,"Union","RigidPlastic",0.000612144287581495,0.000308474787660281,"impact"
"Human toxicity","CTUh",2018,"Union","ScrapMetal",0.00509206062111022,0.00256601646166818,"impact"
"Human toxicity","CTUh",2018,"Union","TinnedCan",0.000119581639571262,6.02601733335662e-05,"impact"
"Human toxicity","CTUh",2018,"Union","YardDebris",0.00188332390888206,0.000949053931685317,"impact"
"Human toxicity","CTUh",2018,"Wallowa","Aluminum",0.00075774565877098,0.00151535691646192,"impact"
"Human toxicity","CTUh",2018,"Wallowa","Cardboard",0.000662043041982982,0.00132396865762529,"impact"
"Human toxicity","CTUh",2018,"Wallowa","Carpeting",0.0155447219434813,0.0310866867251184,"impact"
"Human toxicity","CTUh",2018,"Wallowa","Electronics",0.360533440283619,0.721002932878191,"impact"
"Human toxicity","CTUh",2018,"Wallowa","FoodWaste",0.0431876185703762,0.0863675769680905,"impact"
"Human toxicity","CTUh",2018,"Wallowa","Glass",0.0086368973799226,0.0172722628364055,"impact"
"Human toxicity","CTUh",2018,"Wallowa","PaperFiber",0.0680023391442957,0.1359926167377,"impact"
"Human toxicity","CTUh",2018,"Wallowa","PlasticFilm",0.000324715360402542,0.000649373126156224,"impact"
"Human toxicity","CTUh",2018,"Wallowa","RigidPlastic",0.000172182546571944,0.000344334553186378,"impact"
"Human toxicity","CTUh",2018,"Wallowa","ScrapMetal",0.0014108062051717,0.00282136217614476,"impact"
"Human toxicity","CTUh",2018,"Wallowa","TinnedCan",1.97414443899452e-05,3.9479387246867e-05,"impact"
"Human toxicity","CTUh",2018,"Wallowa","YardDebris",0.000792094765621399,0.0015840490376738,"impact"
"Human toxicity","CTUh",2018,"Wasco","Aluminum",0.00384157894179485,0.00162826771259718,"impact"
"Human toxicity","CTUh",2018,"Wasco","Cardboard",0.00335742404538402,0.00142305683507366,"impact"
"Human toxicity","CTUh",2018,"Wasco","Carpeting",0.0697636532772632,0.0295695873663652,"impact"
"Human toxicity","CTUh",2018,"Wasco","Electronics",1.73174110238439,0.734004992820093,"impact"
"Human toxicity","CTUh",2018,"Wasco","FoodWaste",0.19400671120315,0.0822304757146711,"impact"
"Human toxicity","CTUh",2018,"Wasco","Glass",0.0327189786878751,0.0138680624279274,"impact"
"Human toxicity","CTUh",2018,"Wasco","PaperFiber",0.313308211546201,0.132796866257783,"impact"
"Human toxicity","CTUh",2018,"Wasco","PlasticFilm",0.00145894651478662,0.000618379978760331,"impact"
"Human toxicity","CTUh",2018,"Wasco","RigidPlastic",0.000738620104331473,0.000313066914927482,"impact"
"Human toxicity","CTUh",2018,"Wasco","ScrapMetal",0.00694709497368911,0.00294455238676394,"impact"
"Human toxicity","CTUh",2018,"Wasco","TinnedCan",0.000112304534675564,4.76007002748289e-05,"impact"
"Human toxicity","CTUh",2018,"Wasco","YardDebris",0.0013096282860554,0.000555090884763045,"impact"
"Human toxicity","CTUh",2018,"Wheeler","Aluminum",6.77455023131319e-05,0.00151717570104617,"impact"
"Human toxicity","CTUh",2018,"Wheeler","Cardboard",4.91179931825592e-05,0.00110000846102347,"impact"
"Human toxicity","CTUh",2018,"Wheeler","Carpeting",0.00114521638249528,0.0256473774440527,"impact"
"Human toxicity","CTUh",2018,"Wheeler","Electronics",0.0344015221535426,0.770429795458748,"impact"
"Human toxicity","CTUh",2018,"Wheeler","FoodWaste",0.00318173366139184,0.0712556381374508,"impact"
"Human toxicity","CTUh",2018,"Wheeler","Glass",0.000521041130291259,0.0116688328395536,"impact"
"Human toxicity","CTUh",2018,"Wheeler","PaperFiber",0.00490418578432877,0.10983033930442,"impact"
"Human toxicity","CTUh",2018,"Wheeler","PlasticFilm",2.37611782144011e-05,0.000532136909229604,"impact"
"Human toxicity","CTUh",2018,"Wheeler","RigidPlastic",1.29412531048251e-05,0.000289822262457754,"impact"
"Human toxicity","CTUh",2018,"Wheeler","ScrapMetal",0.000335426656695316,0.00751195512093268,"impact"
"Human toxicity","CTUh",2018,"Wheeler","TinnedCan",1.45432731935991e-06,3.25699861239756e-05,"impact"
"Human toxicity","CTUh",2018,"Wheeler","YardDebris",8.23159325168352e-06,0.000184348374961108,"impact"
"Human toxicity","CTUh",2018,"Yamhill","Aluminum",0.0114566688953297,0.00121098337453466,"impact"
"Human toxicity","CTUh",2018,"Yamhill","Cardboard",0.0130164854601261,0.00137585781967658,"impact"
"Human toxicity","CTUh",2018,"Yamhill","Carpeting",0.273329243791791,0.0288912224862256,"impact"
"Human toxicity","CTUh",2018,"Yamhill","Electronics",6.80922835261365,0.719743444081428,"impact"
"Human toxicity","CTUh",2018,"Yamhill","FoodWaste",0.760302212847744,0.0803648379640141,"impact"
"Human toxicity","CTUh",2018,"Yamhill","Glass",0.137740014918352,0.0145592815501788,"impact"
"Human toxicity","CTUh",2018,"Yamhill","PaperFiber",1.40101482300939,0.148088914294505,"impact"
"Human toxicity","CTUh",2018,"Yamhill","PlasticFilm",0.00572831888239248,0.000605490041999738,"impact"
"Human toxicity","CTUh",2018,"Yamhill","RigidPlastic",0.00302670872311376,0.000319926671245946,"impact"
"Human toxicity","CTUh",2018,"Yamhill","ScrapMetal",0.0259193331206598,0.00273970399030558,"impact"
"Human toxicity","CTUh",2018,"Yamhill","TinnedCan",0.00142019367319829,0.000150116141312553,"impact"
"Human toxicity","CTUh",2018,"Yamhill","YardDebris",0.0184503300679666,0.00195022158457357,"impact"
"Smog","kg O3 eq.",2018,"Baker","Aluminum",19828.6409210098,0.0174070111209176,"impact"
"Smog","kg O3 eq.",2018,"Baker","Cardboard",63484.7286634163,0.0557314735919,"impact"
"Smog","kg O3 eq.",2018,"Baker","Carpeting",38770.5367663782,0.0340355734588552,"impact"
"Smog","kg O3 eq.",2018,"Baker","Electronics",375909.875120285,0.330000800496029,"impact"
"Smog","kg O3 eq.",2018,"Baker","FoodWaste",176741.664048389,0.155156580013509,"impact"
"Smog","kg O3 eq.",2018,"Baker","Glass",35457.8498732744,0.0311274579799332,"impact"
"Smog","kg O3 eq.",2018,"Baker","PaperFiber",235724.829638922,0.206936256869397,"impact"
"Smog","kg O3 eq.",2018,"Baker","PlasticFilm",70322.9333791751,0.0617345428899173,"impact"
"Smog","kg O3 eq.",2018,"Baker","RigidPlastic",29686.7726392154,0.0260611901508305,"impact"
"Smog","kg O3 eq.",2018,"Baker","ScrapMetal",76104.822696949,0.0668103023459154,"impact"
"Smog","kg O3 eq.",2018,"Baker","TinnedCan",9472.47931971209,0.00831562553973031,"impact"
"Smog","kg O3 eq.",2018,"Baker","YardDebris",7612.93742052466,0.00668318554306515,"impact"
"Smog","kg O3 eq.",2018,"Benton","Aluminum",107411.104631795,0.0172611841759602,"impact"
"Smog","kg O3 eq.",2018,"Benton","Cardboard",437721.23605879,0.0703426977987077,"impact"
"Smog","kg O3 eq.",2018,"Benton","Carpeting",185374.989838545,0.0297901399691285,"impact"
"Smog","kg O3 eq.",2018,"Benton","Electronics",1770738.13712391,0.284561239892927,"impact"
"Smog","kg O3 eq.",2018,"Benton","FoodWaste",931056.52576372,0.149622687752156,"impact"
"Smog","kg O3 eq.",2018,"Benton","Glass",263664.261439593,0.0423713860212937,"impact"
"Smog","kg O3 eq.",2018,"Benton","PaperFiber",1386778.10973307,0.222858078271796,"impact"
"Smog","kg O3 eq.",2018,"Benton","PlasticFilm",338093.874049396,0.0543323769803502,"impact"
"Smog","kg O3 eq.",2018,"Benton","RigidPlastic",154828.003108329,0.0248811767313109,"impact"
"Smog","kg O3 eq.",2018,"Benton","ScrapMetal",538489.39122491,0.0865363464103362,"impact"
"Smog","kg O3 eq.",2018,"Benton","TinnedCan",58206.2461677098,0.00935386279413342,"impact"
"Smog","kg O3 eq.",2018,"Benton","YardDebris",50334.2891443917,0.00808882320190009,"impact"
"Smog","kg O3 eq.",2018,"Clatsop","Aluminum",71214.6331754553,0.0202057731336337,"impact"
